uuid,w1,l1_leg,l1_top,l1_center,l2,h1,l2_tap,ratio,Tx_turns,Tx_tap,Tx_height,Tx_preg,Rx_turns,Rx_tap,Rx_height,Rx_preg,g1,g2,Tx_space_x,Tx_space_y,Rx_space_x,Rx_space_y,core_N_w1,core_P_w1,Tx_layer_space_x,Tx_layer_space_y,Rx_layer_space_x,Rx_layer_space_y,Tx_width,Rx_width,seed,A,B,C,D,E,Ltx_uH,Lrx1_uH,Lrx2_uH,M1,M2,k1,k2,Lmt_uH,Lmr1_uH,Lmr2_uH,Llt_uH,Llr1_uH,Llr2_uH,Copperloss_Tx,Copperloss_Rx_1,Copperloss_Rx_2,Coreloss_W,B_mean_leg_left,B_mean_leg_center,B_mean_leg_right,B_mean_leg_top_left,B_mean_leg_bottom_left,B_mean_leg_top_right,B_mean_leg_bottom_right
088fdc2e-63b3-4af6-9a4d-6b4bc7e8a0b9,33.2,2.2,4.6,6.8,17.6,41.2,0.0,0.5,14.0,23.0,0.105,0.04,2.0,31.0,0.105,0.1,0.1,0.41,1.1,2.7,4.7,2.8,27.0,21.0,1.4,1.7,4.8,1.7,0.17,2.7,1625855342,46.4,42.0,6.8,25.200000000000003,20.6,265.107071560712,10.7322786005618,10.7343653589438,52.4288308548059,52.4289375795015,0.982909534730857,0.982815992009981,256.122898697203,10.3685740580947,10.3686162709008,8.98417286350915,0.363704542467122,0.365749088042989,19.4301493272636,3.25127101661508,0.462993836198636,3.82617,0.0935467908875626,0.090445115961773,0.127516514182512,0.067547558321725,0.0675649118296735,0.0670761044619323,0.0669367067744986
e9eae993-effd-4957-9f96-0168df6eaf5e,36.8,4.6,2.2,16.4,9.2,8.8,0.0,0.5,14.0,27.0,0.07,0.02,2.0,28.0,0.105,0.02,0.1,0.48,1.1,0.6,4.6,4.8,15.0,22.0,2.4,0.1,1.2,4.6,0.37,4.2,2175616732,44.0,34.8,16.4,6.6000000000000005,4.4,590.606591681491,23.7633386825229,23.7647689691243,117.481198659903,117.479535831271,0.991666164035569,0.991622286171089,580.803574066735,23.368909580357,23.3682480580472,9.80301761475619,0.394429102165894,0.396520911077081,13.1940685807992,3.43413372401245,1.1916828937511,1.29876,0.0508136479421049,0.0346822331912589,0.0612983546881778,0.130342296209324,0.12985093664858,0.130797989119011,0.13121115374804
35112397-faf4-4b08-b580-29ac0048b7d8,51.2,9.4,8.2,8.0,23.6,31.6,0.0,0.51,14.0,15.0,0.14,0.04,2.0,31.0,0.07,0.06,0.1,0.39,2.9,1.8,3.9,3.7,22.0,16.0,2.3,3.0,4.9,3.8,1.28,3.4,1439359849,74.0,55.2,8.0,24.0,15.8,746.140640252567,29.9874733959576,29.9910531464936,147.983779330807,147.98392610658,0.989313257377537,0.989255194275212,730.278228374554,29.3499613392137,29.3500195599919,15.8624118780134,0.637512056743934,0.6410335865016751,3.22401758294507,2.20904818475466,0.548430949587034,0.00057744,0.0172321076529778,0.0490901757583608,0.0227408020605343,0.0251536995691054,0.025160209304928,0.0252202005818777,0.0251806633930224
315490a5-1a0d-49e0-8631-78ac87617aa0,51.2,4.6,4.6,26.0,17.6,37.6,0.0,0.51,14.0,19.0,0.105,0.03,2.0,19.0,0.14,0.07,0.1,0.35,0.9,2.0,3.7,1.9,29.0,28.0,3.1,5.0,4.0,2.1,0.14,1.6,4007623960,70.4,61.2,26.0,23.4,18.8,926.28084857402,37.3274683862583,37.3348980264308,184.336918457963,184.337246081283,0.991349318970093,0.99125243662217,910.324245806263,36.6844457152374,36.6845761144074,15.9566027677574,0.6430226710208711,0.650321912023423,21.1805900222215,2.74795222549194,0.447745372379929,0.0006611540000000001,0.0326918556651976,0.0159526319737526,0.0434685594129124,0.0447871668346542,0.0447706533904712,0.0445860040553678,0.0445481716573899
1f196012-7ccc-47d8-b746-b58b4955b422,16.4,10.6,10.6,23.6,12.8,23.2,0.0,0.5,14.0,31.0,0.105,0.01,2.0,8.0,0.14,0.06,0.1,0.35,1.6,2.9,2.9,3.2,19.0,1.0,5.0,3.4,0.9,2.1,0.39,2.1,264660212,70.4,49.2,23.6,22.2,11.6,487.966990365895,19.7073723849773,19.7116951148547,96.650066515093,96.651169471972,0.985581569835165,0.985484742096201,473.996998427483,19.1431706279302,19.1436075487305,13.9699919384123,0.564201757047098,0.568087566124197,13.3518960705374,4.12580194636556,0.403617835079191,1.17042,0.050709081412124,0.053016683684781,0.0585895521764057,0.0602362666152826,0.0603353368811945,0.060544607988474,0.0606119459081565
fca22598-92d3-4ed1-a016-e8cd231f3913,44.0,8.2,8.2,26.0,26.0,19.6,0.0,0.51,14.0,30.0,0.105,0.06,2.0,24.0,0.175,0.01,0.1,0.22,1.8,1.8,4.5,5.0,30.0,25.0,3.2,3.6,4.1,2.0,1.34,3.5,348109896,94.4,78.0,26.0,18.0,9.8,1124.8566544841,45.2704796738158,45.2729365066036,224.652834427632,224.653086401429,0.995533235559103,0.995507339395704,1114.830158196,44.8669577720691,44.8670584189546,10.0264962880966,0.40352190174671,0.405878087649012,6.84308525865008,7.64430457346823,1.63984982113219,0.000374335,0.0220652248135403,0.0186203297665553,0.0287323894344805,0.0291023641285263,0.0290901697223655,0.0304653739111296,0.0304767523797637
74e4615b-acbf-40cb-a7ff-2ff65f3ab13c,41.6,2.2,8.2,15.2,3.2,4.0,0.0,0.51,14.0,15.0,0.14,0.09,2.0,22.0,0.14,0.03,0.1,0.27,0.3,0.6,1.6,4.1,27.0,11.0,2.8,0.1,1.2,2.4,0.17,1.4,2781481397,26.0,21.6,15.2,10.2,2.0,471.292177319713,19.0299957085793,19.0365292221757,93.5001919182673,93.4978627922263,0.987297509547444,0.987103480428349,459.395053085142,18.5496095828942,18.5486854384679,11.8971242345707,0.480386125685105,0.487843783707836,13.8661404809546,7.25428543127152,2.54473776195648,0.000300366,0.0873107763649472,0.0328338310914313,0.106446275394663,0.0307928967381879,0.0311104744314451,0.0305657607774651,0.0306907975994231
355eca82-21ee-4334-98f7-8c23a3ad129a,28.4,1.0,10.6,5.6,16.4,38.8,0.0,0.51,14.0,15.0,0.105,0.01,2.0,28.0,0.035,0.03,0.1,0.04,0.8,0.8,5.0,2.9,29.0,14.0,2.4,3.0,1.1,3.2,0.28,2.1,2047250808,40.4,38.4,5.6,30.0,19.4,161.001995230833,6.59080130108548,6.59132725267719,31.8464672540352,31.846456447409,0.9776345119053,0.97759517447136,153.880754438053,6.29928514307076,6.29928086793357,7.12124079277979,0.291516158014716,0.29204638474362005,8.50073966666696,10.5114771495807,1.24817676633563,9.46993,0.171274535748943,0.128489138582881,0.254512549559547,0.0321198553138387,0.0321284146147371,0.0331702781899157,0.0333525334587792
b7933657-50c4-45dc-99c1-983136097bf6,42.8,8.2,13.0,21.2,14.0,13.6,0.0,0.5,14.0,33.0,0.175,0.07,2.0,24.0,0.105,0.08,0.1,0.49,0.8,1.3,4.2,2.8,30.0,8.0,3.6,4.2,3.3,2.7,0.22,2.1,1674635400,65.6,49.2,21.2,19.8,6.8,1137.17145877663,45.7309937127099,45.7393644606369,226.785427346406,226.78557958897,0.994481823302889,0.994391486764059,1124.65585987032,45.2276828263191,45.2277435496273,12.5155989063089,0.503310886390824,0.511620911009556,10.6267315953376,5.25894263268908,0.735628362822167,0.00018884400000000002,0.0213276170049788,0.0227857769479527,0.0320511568437771,0.0188421321007973,0.0188377518143351,0.0187922233634785,0.0189804108771328
ae68764e-94dc-4ab0-871c-46c777939a72,32.0,13.0,8.2,22.4,6.8,6.4,0.0,0.51,14.0,20.0,0.035,0.03,2.0,10.0,0.105,0.05,0.1,0.41,0.7,2.1,2.2,2.0,0.0,27.0,4.2,1.2,1.0,4.7,0.53,1.7,955199252,62.0,36.0,22.4,11.399999999999999,3.2,1074.2029606931,43.1631662693368,43.1693872928348,214.008934569145,214.008297079919,0.993875728469998,0.993801153179001,1061.08582928396,42.6360992766856,42.6358452684733,13.1171314091425,0.5270669926512299,0.533542024361547,20.7416227116408,5.61690485590677,0.940604936669751,0.000227299,0.0206571320600642,0.0278623076192304,0.026151915150691,0.0379974934589043,0.0381808749081033,0.0404557814385832,0.040249608009873
2148d7a3-52e2-4704-a97b-9936bc53d6c7,41.6,5.8,11.8,8.0,5.6,49.6,0.0,0.5,14.0,28.0,0.105,0.04,2.0,24.0,0.175,0.09,0.1,0.49,0.6,2.6,3.0,2.9,23.0,30.0,1.3,3.9,4.9,0.6,0.18,1.7,2957826901,30.799999999999997,19.2,8.0,36.6,24.8,511.1209434511,20.6220502619364,20.6304883782742,101.51265690918,101.51443937668,0.988763522192211,0.98857865167565,499.699078504393,20.1612155494598,20.1619235799277,11.4218649467072,0.46083471247658003,0.468564798346479,19.8121014316149,3.8156582670431,0.726032253364587,1.19711,0.0332994318393154,0.0612146258116972,0.0439265209974505,0.0231180592919899,0.0250831866290184,0.023410453337908,0.0234266728256393
51c17d3c-634f-45e1-9c9d-9ef0af0561fd,32.0,11.8,10.6,9.2,23.6,46.0,0.0,0.5,14.0,15.0,0.175,0.03,2.0,26.0,0.07,0.04,0.1,0.09,3.0,0.8,4.9,3.9,29.0,13.0,3.1,4.6,4.3,3.7,0.73,2.5,4182374414,80.00000000000001,56.400000000000006,9.2,33.6,23.0,526.419279868087,21.1994891715281,21.2046470863961,104.35776389918,104.358234131817,0.987861757850518,0.987746055279394,513.717231482328,20.6879635730021,20.6881500119832,12.7020483857595,0.511525598525971,0.51649707441293,4.8711048882517,5.6645223402595,1.10421308572977,1.26566,0.0219967866511805,0.0681668492640347,0.0275392103971298,0.0307499383136214,0.0307087268097061,0.0311872795016657,0.0311022405782737
0d495bbd-1e97-4027-adb7-f201b2082ebe,32.0,7.0,5.8,24.8,15.2,44.8,0.0,0.51,14.0,29.0,0.14,0.06,2.0,12.0,0.07,0.02,0.1,0.1,1.5,3.8,3.0,3.5,2.0,17.0,2.6,1.7,2.7,3.9,1.4,1.6,2718734809,69.2,55.2,24.8,28.2,22.4,727.400506195543,29.4186293457977,29.4268109001733,144.469799481228,144.469730276136,0.987595388333768,0.987457614892188,709.466192894796,28.6933027738854,28.693275284096,17.9343133007467,0.7253265719122881,0.7335356160773021,5.5649283717463,8.07035654042899,0.476697793827238,0.000945662,0.0360994294585923,0.0259548428761229,0.0451720259318666,0.0566171262201889,0.0558761389776008,0.0554465798469689,0.0564531885074106
c2723627-e9a3-4af9-9ee2-e63c0de3a94e,44.0,8.2,7.0,15.2,10.4,44.8,0.0,0.5,14.0,30.0,0.14,0.03,2.0,17.0,0.14,0.08,0.1,0.3,1.2,1.1,2.4,3.5,9.0,26.0,0.8,0.9,3.0,1.9,0.89,1.0,3054404204,52.400000000000006,36.0,15.2,29.4,22.4,885.593311735889,35.7946156025997,35.8079344847461,176.451217571471,176.450188757095,0.991057024372258,0.9908669163561,869.824459860754,35.1572575920041,35.1568476182211,15.7688518751351,0.637358010595643,0.6510868665249689,6.24544598921529,7.12128753792828,0.462625376167961,0.000507639,0.0224477375420616,0.0305807728230497,0.0309556301292567,0.0359905674282888,0.036244568374237,0.0351366325298304,0.0355911737401967
dbd790e8-5209-468c-96f0-56f295cfac01,17.6,13.0,9.4,5.6,23.6,43.6,0.0,0.5,14.0,16.0,0.07,0.01,2.0,21.0,0.07,0.07,0.1,0.1,2.2,1.5,4.8,4.6,30.0,1.0,1.3,2.1,0.4,1.6,1.3,3.1,3263200722,78.8,52.800000000000004,5.6,31.200000000000003,21.8,208.580728508454,8.43471496768653,8.4361204589199,41.2253580077676,41.225942505513,0.982861085260066,0.982793141519704,201.49230286732,8.14806887971783,8.14829992982299,7.08842564113435,0.286646087968696,0.28782052909690997,9.28797632565411,8.64564016934898,,6.85336,0.033933182736201,0.200491918803281,0.0461996220272149,0.0634646559113954,0.0634382238310215,0.0647858799719402,0.0648167701906711
6280c1f4-c6a7-4aad-af6b-b2b90e3c807d,24.8,7.0,9.4,18.8,5.6,34.0,0.0,0.51,14.0,23.0,0.07,0.07,2.0,19.0,0.07,0.06,0.1,0.22,0.7,1.7,3.3,3.5,25.0,12.0,3.2,4.2,0.6,4.5,0.13,1.6,2359275611,44.0,30.0,18.8,26.4,17.0,543.409769917185,21.9283806708528,21.9325003231955,108.110807693885,108.108176186738,0.990380566453041,0.990263444471178,533.005465185115,21.5085325793929,21.5074855209245,10.4043047320699,0.41984809145988206,0.425014802270974,7.37593164814441,,,0.0009021330000000001,0.0471547904439714,0.0439232275361358,0.060985946541992,0.0490766697845437,0.0489634093974219,0.0447144413625862,0.0452203963929261
450c1d93-04f3-446d-80d5-0f1f5e72d184,24.8,7.0,4.6,23.6,5.6,20.8,0.0,0.5,14.0,32.0,0.105,0.09,2.0,30.0,0.035,0.02,0.1,0.49,0.4,0.7,1.6,1.2,6.0,22.0,3.0,1.0,0.3,0.1,0.22,1.0,3722682728,48.8,34.8,23.6,15.0,10.4,616.233227428357,24.9342781611227,24.9382621823626,122.647274581851,122.648903478917,0.989434264257203,0.989368367160095,603.28010561019,24.4101637055992,24.410812100082,12.9531218181671,0.5241144555234709,0.5274500822806301,12.6725386779914,20.4473874436554,0.0901893379974567,0.0008504980000000001,0.0480520253931067,0.0346929630380186,0.0596618642212809,0.0916991116984106,0.0918012067679944,0.0897309001446497,0.0898677090339572
9c1b9cd4-c4d1-48ba-a7ee-86f07b348abd,50.0,8.2,2.2,12.8,8.0,30.4,0.0,0.51,14.0,22.0,0.14,0.06,2.0,20.0,0.14,0.01,0.1,0.34,0.9,1.1,3.2,3.1,1.0,24.0,1.2,2.3,1.6,2.0,0.29,2.8,855544693,45.2,28.8,12.8,17.4,15.2,896.080843793621,36.0752185708513,36.0795899175172,178.912756447451,178.913715418145,0.995091976885392,0.995037026526374,887.30645822029,35.7219715624199,35.7223545023102,8.77438557333055,0.353247008431448,0.35723541520699503,10.0711827554987,3.11888588174365,0.569217852456183,0.000759625,0.0198177093928908,0.0318631928745476,0.0257877206059429,0.0987682080330282,0.095390282272106,0.0990874427819836,0.101813808322565
8082f321-b23a-485c-b834-7340eb3247ba,32.0,13.0,13.0,22.4,10.4,44.8,0.0,0.51,14.0,31.0,0.105,0.05,2.0,31.0,0.035,0.01,0.1,0.16,0.6,2.5,4.2,3.5,5.0,18.0,3.5,1.4,0.3,0.5,0.2,1.8,2920909299,69.19999999999999,43.2,22.4,35.4,22.4,964.370127928035,38.7366983562584,38.7415098852037,191.7569000371,191.759284261578,0.992128269920995,0.992078993914144,949.247361601679,38.1292489750184,38.1301971469369,15.1227663263565,0.607449381240032,0.611312738266856,18.5990656176334,14.9389997274918,1.55336700694948,0.000799164,0.010851867778513,0.0235211964277284,0.0287932458336037,0.0178976952427535,0.01307170850893,0.0151347462675546,0.0104126368657592
387fe027-601b-4419-a91c-763d27edd4d6,20.0,8.2,10.6,4.4,20.0,38.8,0.0,0.51,14.0,20.0,0.14,0.04,2.0,18.0,0.07,0.01,0.1,0.29,1.1,2.6,4.2,3.8,22.0,18.0,0.7,2.7,1.2,2.0,0.8,2.1,589358082,60.8,44.4,4.4,30.0,19.4,192.945289690549,7.8287434268966,7.83196642448935,38.0977079479236,38.0980121878205,0.98024746493565,0.980053575719956,185.398252534206,7.52252285201227,7.52264299891026,7.54703715634298,0.306220574884335,0.30932342557909404,4.04600306739851,5.02812325406756,0.798073205098891,7.28209,0.0357995478392441,0.221717762247493,0.0620687985871831,0.0478960490969184,0.0479608558165438,0.0510867709777037,0.0508081320238712
2a7cc0cc-714c-45da-b98f-66ac50136bfa,10.4,7.0,4.6,18.8,22.4,31.6,0.0,0.5,14.0,25.0,0.175,0.03,2.0,35.0,0.175,0.1,0.1,0.26,2.1,2.4,5.0,4.2,25.0,12.0,3.8,1.7,3.6,0.1,1.75,2.6,2185196996,77.6,63.599999999999994,18.8,20.4,15.8,216.606740061538,8.83476108659014,8.83855734266367,42.7851333548423,42.7861821946685,0.978046497183005,0.977860404642696,207.200581685244,8.45111115042669,8.45152549858457,9.40615837629354,0.38364993616345,0.38703184407910196,2.81435725400388,1.91810547154305,0.361774267699691,10.267,0.0966462100256792,0.1075999483446,0.154462076782185,0.227851589074773,0.227801287053093,0.226314900898165,0.226870215131451
c3f77e4f-f941-475f-933f-bf314ba1e289,30.8,7.0,5.8,16.4,16.4,47.2,0.0,0.5,14.0,10.0,0.105,0.09,2.0,30.0,0.105,0.07,0.1,0.2,1.3,0.8,4.4,2.2,21.0,9.0,1.5,4.7,3.3,2.8,0.46,1.7,3752193444,63.199999999999996,49.199999999999996,16.4,29.400000000000002,23.6,587.569353143138,23.7289781680169,23.732231106171,117.123041204888,117.122718102722,0.991912251849398,0.991841533466643,578.103561137387,23.3467023215217,23.3465735106642,9.46579200575053,0.38227584649522206,0.385657595506795,8.54792765731247,3.05786802190483,0.372163769776014,1.29115,0.033988319425863,0.041512210337169,0.0492791683960581,0.0577442072198411,0.0586214018845347,0.059309090201234,0.0589874862253616
5a0296b6-e137-4776-9c9f-67af5a3b0ed1,41.6,8.2,9.4,21.2,9.2,41.2,0.0,0.51,14.0,33.0,0.14,0.06,2.0,28.0,0.07,0.06,0.1,0.4,1.2,1.0,4.2,4.7,26.0,21.0,2.3,0.9,0.5,3.0,0.41,1.3,3954993440,56.0,39.599999999999994,21.2,30.0,20.6,996.668181060543,40.2819954769909,40.299653741419,198.935275498605,198.934299665824,0.992843998088364,0.992621585885189,982.454899989035,39.7075421787764,39.7071526266854,14.2132810715076,0.574453298214494,0.5925011147336201,7.28303375693961,5.451163690298,0.787791114465091,0.000380919,0.0241780289821067,0.0235093084960636,0.0309077973239555,0.0283122230272112,0.0292965876069786,0.0272678951067926,0.028638415906392
5966a87b-a820-45d3-97e5-c70f2974933c,11.6,7.0,9.4,8.0,15.2,44.8,0.0,0.51,14.0,23.0,0.07,0.07,2.0,28.0,0.07,0.06,0.1,0.15,1.3,1.5,3.1,4.9,21.0,20.0,4.5,1.1,1.6,4.8,0.94,2.3,3656196848,52.4,38.4,8.0,31.799999999999997,22.4,159.667997958934,6.53054809152261,6.5324804041622,31.6482972621778,31.6490021474224,0.980091433438379,0.97996829263658,153.373760602939,6.27310877820853,6.27338821637364,6.29423735599473,0.25743931331407904,0.259092187788558,10.9789017023149,,1.32786473875829,9.78903,0.0869124050987938,0.217556209914188,0.132649489952379,0.0956413199000871,0.0949941565822591,0.0950884357439247,0.0940071007501177
9188717c-87d0-4293-a9d0-c5c14cd6ab3b,21.2,4.6,8.2,15.2,8.0,24.4,0.0,0.5,14.0,19.0,0.035,0.01,2.0,3.0,0.14,0.06,0.1,0.29,0.9,1.4,3.7,1.5,14.0,2.0,2.3,3.6,2.6,3.0,0.82,1.1,3323807700,40.4,31.2,15.2,20.4,12.2,353.391121198015,14.3720271832184,14.3787035598326,70.1766631530868,70.1765798433669,0.984704408154319,0.984474601971057,342.663146160219,13.935732269126,13.9356991817374,10.7279750377957,0.43629491409235405,0.443004378095174,34.542753893166,3.13713363380047,0.823128841477529,0.0008135449999999999,0.0017868107435388,0.0184690684086098,0.0006761649568214,0.0278724424219552,0.0268654966562903,0.0310731078436541,0.0313803909551346
86589b4e-2212-4da7-837c-cea6ac0e1719,46.4,8.2,11.8,6.8,23.6,34.0,0.0,0.5,14.0,16.0,0.035,0.01,2.0,26.0,0.07,0.06,0.1,0.38,1.1,1.8,4.5,3.6,2.0,18.0,1.0,2.0,4.3,1.3,0.85,3.5,2539557928,70.4,54.0,6.8,28.8,17.0,586.1599729729,23.6238048267459,23.625878459831,116.966878816883,116.967663767463,0.993985156472193,0.993948204913847,579.129858229867,23.3404725177233,23.3407857889519,7.03011474303341,0.283332309022623,0.285092670879129,8.13967190301407,4.5320738569763,0.917128902723891,0.000508999,0.0017663273576563,0.0260813543942715,0.0010755380471703,0.0153194481318148,0.0155544136656524,0.0166230765708534,0.0157957525088335
f92d8130-e283-4abf-a595-940e55007cc1,21.2,8.2,7.0,18.8,3.2,12.4,0.0,0.51,14.0,30.0,0.07,0.02,2.0,20.0,0.105,0.07,0.1,0.48,0.4,3.5,1.6,4.8,18.0,5.0,4.0,0.8,3.9,4.3,0.25,1.2,1957506687,41.599999999999994,25.200000000000003,18.8,13.2,6.2,529.071601407783,21.3218232129478,21.3304431674307,104.822925821216,104.824882857938,0.986931210186299,0.986750195339335,515.333312164774,20.7681639847671,20.7689394723555,13.738289243009,0.5536592281807371,0.561503695075234,20.0836199373115,5.88226892468591,0.279855256811861,0.000657389,0.0502229668166604,0.0519399204028911,0.0649401875243172,0.0754874753811106,0.075756131035987,0.0742070815353642,0.0762239662239045
7f9d1595-4536-4b8b-aa8c-7aae1eca1a50,9.2,4.6,8.2,11.6,10.4,35.2,0.0,0.51,14.0,18.0,0.105,0.01,2.0,26.0,0.175,0.02,0.1,0.24,1.3,1.6,2.5,3.7,10.0,12.0,1.5,2.0,2.1,4.3,0.93,1.3,3402883952,41.6,32.4,11.6,25.8,17.6,135.745444282836,5.63012129886611,5.63332776389309,26.7666392558948,26.767093811394,0.968216185410046,0.967957031749282,127.253559741155,5.27791544563679,5.27809470802668,8.49188454168081,0.35220585322931697,0.355233055866413,9.88991751825898,5.80897583164986,0.626138039662142,11.1405,0.192656664328401,0.194050925040928,0.231435618765821,0.139065796264114,0.139518293208093,0.140937783298564,0.141218735511005
c66fbf66-b0b9-4d4e-93cf-962db1a9864a,14.0,9.4,7.0,22.4,11.6,28.0,0.0,0.5,14.0,22.0,0.175,0.08,2.0,30.0,0.175,0.01,0.1,0.3,0.8,2.4,4.8,3.3,16.0,1.0,2.1,4.1,1.4,2.1,0.32,1.0,1211621192,64.4,45.599999999999994,22.4,21.0,14.0,392.443351731655,15.9213069291969,15.9327603924095,77.6450342054924,77.6453927925384,0.982281218172024,0.981932626981196,378.659325115855,15.3620931789779,15.3622350724136,13.7840266158,0.559213750218996,0.570525319995908,5.83217438568574,4.38984738754135,0.276331837363129,0.000911334,0.008400169397704,0.0192966738845576,0.0113508451574563,0.0203864951248953,0.0209544677853962,0.0209171747075595,0.0209328629108231
7b0f5e87-550f-4a74-a5a5-5ece8ee506fa,32.0,1.0,4.6,23.6,10.4,23.2,0.0,0.51,14.0,7.0,0.175,0.08,2.0,15.0,0.14,0.02,0.1,0.31,1.4,0.4,2.0,3.8,23.0,0.0,1.4,0.4,3.9,0.3,0.14,1.5,659277928,46.400000000000006,44.400000000000006,23.6,16.2,11.6,241.171098905246,10.0764308812204,10.0815785179388,47.5711970648919,47.5703701793731,0.965001711839501,0.964738546835668,224.585353371937,9.38345763841255,9.38313143355406,16.5857455333093,0.692973242807851,0.698447084384742,14.1894236884883,4.95041869476016,0.57740368096356,4.89713,0.183540008603472,0.0294762599446641,0.252888877726108,0.0691993154806747,0.0694933901430462,0.0702950603310292,0.0705644690921778
fca86426-8066-43d9-8c3a-840a461fcfc7,9.2,9.4,5.8,26.0,22.4,13.6,0.0,0.51,14.0,25.0,0.175,0.02,2.0,11.0,0.175,0.06,0.1,0.3,2.0,3.1,3.7,3.8,10.0,26.0,0.2,2.8,2.3,0.9,1.77,3.4,2338200458,89.6,70.8,26.0,12.6,6.8,263.24371034293,10.6972235083349,10.6993537498382,51.9627779273892,51.962441658029,0.979214472594265,0.979110650723654,252.414122956982,10.2571502521891,10.2570174973853,10.8295873859477,0.440073256145846,0.44233625245287406,3.28456304716574,1.70558190378314,0.469306190164946,7.33578,0.088954160657228,0.087329142332779,0.129362653667238,0.20475249972421,0.204815091945648,0.204930305942343,0.204687637086024
6e35b44c-d327-4919-a84a-cd6c6b9a74e3,22.4,10.6,11.8,9.2,24.8,17.2,0.0,0.5,14.0,20.0,0.175,0.05,2.0,30.0,0.07,0.04,0.1,0.28,2.6,2.4,4.7,4.2,25.0,30.0,3.7,2.0,2.6,2.7,0.82,3.3,293593484,80.0,58.8,9.2,20.4,8.6,394.024229982406,15.8632965918857,15.8655455456809,77.9391644349637,77.9395068487284,0.985819850627305,0.985754308515503,382.928814173941,15.4165984997713,15.4167339609907,11.0954158084649,0.44669809211437306,0.448811584690171,4.27757399935542,4.20089841112223,1.08663809073013,1.30939,0.0329400201109091,0.0989543705777368,0.0492233129137336,0.0413929220288169,0.0413572245620853,0.0403478544865697,0.0402646447591013
503f3b28-cce7-45a7-bee5-9326014d9f5c,47.6,11.8,4.6,24.8,16.4,38.8,0.0,0.5,14.0,35.0,0.07,0.02,2.0,23.0,0.07,0.04,0.1,0.49,1.6,0.7,4.0,4.2,21.0,4.0,0.2,4.6,4.8,3.1,0.64,1.4,419737412,81.2,57.599999999999994,24.8,24.0,19.4,1310.6086987358801,52.7981677063312,52.8132363498058,261.311011745455,261.311104280672,0.993371653154021,0.993230280639634,1293.29194223619,52.1005582560948,52.1005951557056,17.316756499687,0.6976094502363971,0.712641194100175,6.20021088998637,2.94893408832177,0.842402042062881,0.000471913,0.0159341298252688,0.0173510751934912,0.0180283807171675,0.0468965477419884,0.0469419749437808,0.0473618796097368,0.0474419569948643
2082cb73-a726-42f3-8bfe-0a851ac1c91c,27.2,2.2,3.4,21.2,17.6,6.4,0.0,0.51,14.0,21.0,0.175,0.01,2.0,6.0,0.07,0.05,0.1,0.19,0.8,1.7,4.0,3.9,7.0,11.0,0.5,4.4,3.1,3.2,0.3,1.5,1334178360,60.8,56.400000000000006,21.2,6.6,3.2,343.449010280087,13.9609035624118,13.9667315028996,68.1469771651631,68.1467934943258,0.984144111280833,0.9839361095275,332.643977948014,13.5216883954972,13.521615507848,10.805032332073,0.43921516691456997,0.445115995051559,10.1905028968408,5.67320129830233,0.206663830437499,233.782,0.0002905398144025,0.0701497956033639,0.0002913145444165,0.000886053141673,0.0008614068903636,0.0008929396262711,0.0008779615738288
793938f4-150b-4a7f-b313-2fdc7e666629,46.4,7.0,8.2,5.6,24.8,10.0,0.0,0.51,14.0,33.0,0.105,0.01,2.0,12.0,0.07,0.06,0.1,0.19,3.2,2.5,4.5,4.8,6.0,27.0,3.7,4.2,0.7,3.3,1.48,3.5,680210795,69.2,55.2,5.6,13.2,5.0,521.556029234672,20.9483275924056,20.9502505467453,102.581571117626,102.581549110879,0.981395772358879,0.981350521257742,502.33025460111,20.1761232602409,20.1761146035049,19.2257746335622,0.77220433216468,0.774135943240433,3.94450437609291,4.00506974519248,0.657596568216202,0.0005415800000000001,0.0285288580504976,0.0775085886594889,0.0323961161133783,0.0282326756102962,0.0282230766605567,0.0283412350076981,0.0283419787796905
22462a9c-106b-47df-8ae7-672a4ed0baac,34.4,10.6,8.2,12.8,15.2,44.8,0.0,0.51,14.0,14.0,0.07,0.01,2.0,10.0,0.07,0.06,0.1,0.2,1.6,1.7,3.4,2.2,29.0,22.0,2.1,4.4,4.0,4.0,0.11,1.3,3318669196,64.39999999999999,43.2,12.8,30.599999999999998,22.4,674.348787483844,27.1627481535865,27.1652977011798,133.784779554905,133.784849670991,0.98850202517191,0.988456155136053,658.930647935609,26.5417059728655,26.5417337936838,15.4181395482347,0.621042180721033,0.623563907495963,13.5162957046205,6.19649749810072,0.503727576724257,0.0008822670000000001,0.0219427509344446,0.0478653151261149,0.0310282721801475,0.040878548339447,0.0404263508513752,0.0372713188745894,0.0380104636868112
2c9ebe69-0dc9-4cee-9bb7-2844f40e6b9a,11.6,1.0,5.8,16.4,10.4,26.8,0.0,0.5,14.0,30.0,0.14,0.04,2.0,34.0,0.14,0.05,0.1,0.37,1.0,2.7,5.0,4.3,17.0,6.0,2.5,3.7,2.3,3.6,0.95,2.4,1131577615,39.2,37.2,16.4,19.2,13.4,94.8833972978629,3.9545939822168,3.95745921448318,18.5158713956607,18.5153361679689,0.955868372422483,0.955494660841919,86.6934747491989,3.61325061395507,3.61304172464131,8.18992254866397,0.341343368261728,0.344417489841869,4.98168984756538,4.41524602133441,1.61942002942109,26.6088,0.440786513396539,0.111459699972099,0.644490720679883,0.147051582949883,0.147105014698805,0.149539590061107,0.14950883186766
